number_of_qubits,process_fidelity
38,0.0008217802974768
38,0.0003844217507898
38,0.0007749641023117
38,0.0005798243915575
38,0.0004653378963079
38,0.0008479439928175
38,0.0010882488638871
38,0.0009069120078508
38,0.0005772716232099
38,0.0004234415729196
38,0.0010516733317336
38,0.0003091384428759
38,0.0007879918886332
38,0.0005606897454421
38,0.0013546131732452
38,0.0006484659721498
38,0.0003021105162081
40,0.0005693419085978
40,0.0005078259701524
40,0.0008261037416366
40,0.0009229660773345
40,0.0011649135550372
40,0.0009018138778565
40,0.000628009930205
40,0.0010457162739113
40,0.0007853701532881
40,0.000897555916485
40,0.0005690396773865
40,0.0009984974934939
40,0.0010361821702715
40,0.0007167250139132
40,0.0009258448557832
40,0.0010478154268988
40,0.0016614181282164
40,0.0008185328271457
40,0.0008190926062351
40,0.0009454488198556
42,0.0006774436917178
42,0.000211802707854
42,0.0005335597424693
42,0.0006031606425127
42,0.0006781970212754
42,0.0006203002978789
42,0.0003265606034785
42,0.0002525586224505
42,0.0004298326412427
42,0.0007551766272444
42,0.0002891945786597
42,0.0004863998841068
42,0.0002271761698916
42,0.0004366088617556
42,0.0003804985410349
42,0.0003853040834153
42,0.0002950136963909
42,0.000394577414719
42,0.000208137919681
42,0.0005244454762572
44,0.0002393367733152
44,0.0001706653238095
44,0.0001026359247412
44,0.0001896062174529
44,0.0001177979024546
44,7.399859221847442e-05
44,0.000176407686772
44,0.000141595624736
44,0.0002327552996025
44,0.0002363490594156
44,9.013561100348086e-05
44,3.080611687832871e-05
44,0.0002339438092656
44,4.32233380104125e-05
44,6.906177122245452e-05
44,0.00010149186448
44,0.0001017027021449
44,4.349226451601934e-05
44,0.000136435854438
44,2.5625258368540304e-05
46,0.0002397414603891
46,0.000567890729895
46,0.0002348856733644
46,0.0002498249286546
46,0.0001614381125488
46,0.0003614931328142
46,0.0006902528095141
46,0.0001917683113552
46,0.0003476316232694
46,0.0003773722741785
46,4.291342317243301e-05
46,0.0007306654534213
46,0.0004622525298501
46,0.0001575952236174
46,0.0006510855892508
46,0.0001667361624057
46,0.0002109753277611
46,0.0002774378135293
46,0.0003257775302599
46,0.000255912813244
48,0.0001046519145229
48,9.37178720982602e-05
48,0.0001123873791477
48,4.911897475036038e-05
48,0.0002528400662681
48,0.0001406193578712
48,0.0001299657809509
48,9.38619807050856e-05
48,0.0002534925054902
48,5.715998920268971e-05
48,0.0002762601220184
48,2.1910287972115773e-05
48,0.0002448558283841
48,5.791615841194796e-05
48,5.925671053247554e-05
48,0.000192588725582
48,9.655789702273336e-05
48,0.00017382005579
48,8.728100507176864e-05
48,4.156999360753398e-05
50,4.422314549615519e-05
50,3.590096788012952e-05
50,5.974236133877842e-05
50,0.0001171426493601
50,0.0001478718639196
50,0.0001538641830558
50,6.00403424263156e-05
50,0.0001076255390785
50,4.528523014178805e-05
50,0.0001684958490643
50,9.355731053630656e-05
50,5.410763669691087e-05
50,8.856916280372182e-05
50,0.0001003632762559
50,1.5209976359730731e-05
50,4.503894824027822e-05
50,6.068764241258274e-05
50,2.6316244305568024e-06
50,0.0001379099541261
50,8.703014463509279e-05
52,2.853163611803959e-22
52,2.608686641608456e-06
52,2.853163611803959e-22
52,2.608686641608456e-06
52,7.826059924825364e-06
52,2.853163611803959e-22
52,2.853163611803959e-22
52,2.608686641608456e-06
52,2.608686641608456e-06
52,0.0
52,2.853163611803959e-22
52,0.0
52,2.853163611803959e-22
52,2.608686641608456e-06
52,0.0
52,2.608686641608456e-06
52,0.0
52,2.608686641608456e-06
52,2.608686641608456e-06
52,0.0
54,0.0
54,0.0
54,0.0
54,0.0
54,0.0
54,0.0
54,0.0
54,0.0
54,0.0
54,0.0
54,0.0
54,0.0
54,0.0
54,0.0
54,0.0
54,0.0
54,0.0
54,0.0
54,0.0
54,0.0
56,0.0
56,0.0
56,0.0
56,0.0
56,0.0
56,0.0
56,0.0
56,0.0
56,0.0
56,0.0
56,0.0
56,0.0
56,0.0
56,0.0
56,0.0
56,0.0
56,0.0
56,0.0
56,0.0
56,0.0
58,0.0
58,0.0
58,0.0
58,0.0
58,0.0
58,0.0
58,0.0
58,0.0
58,0.0
58,0.0
58,0.0
58,0.0
58,0.0
58,0.0
58,0.0
58,0.0
58,0.0
58,0.0
58,0.0
58,0.0
