number_of_qubits,process_fidelity
2,0.9888909360293584
2,0.9890125944356748
2,0.987865879075383
2,0.9885094559868202
2,0.9896022468266412
2,0.988597353203474
2,0.9895850319670914
2,0.9893835294334672
2,0.9885335504824724
2,0.9880369129394364
2,0.9894412586500306
2,0.9883694373268712
2,0.9888982685135066
2,0.9889821016524998
2,0.9886769640032556
2,0.9876285512709104
2,0.9888274148596476
2,0.9887346127210308
2,0.9881388291398812
2,0.988864787340716
4,0.9356817855658924
4,0.9313961467944
4,0.9339790975642795
4,0.9340790527359856
4,0.935298809498444
4,0.9333532346289166
4,0.9316198951282064
4,0.9312232494889072
4,0.9323834830972872
4,0.9303372879164948
4,0.9312653915513116
4,0.9316741080651424
4,0.9343842687106544
4,0.9324085783841184
4,0.9325357896353834
4,0.934057553670402
4,0.9318759257710688
4,0.9351380705172384
4,0.9310192236328788
4,0.9325752654865848
6,0.8966595872836244
6,0.8975598991762029
6,0.8970761111378872
6,0.9001798589692535
6,0.901459470987594
6,0.9024844487791596
6,0.8953087556755615
6,0.9027392448660188
6,0.8989963125162106
6,0.8977121985950289
6,0.8973618640608153
6,0.9008507892011692
6,0.8977341615829045
6,0.903075722375966
6,0.8948794714162683
6,0.8995788824653858
6,0.8931077383798421
6,0.8954308773557844
6,0.9059095923901176
6,0.8952121281661893
8,0.8305497654302401
8,0.8262863671873493
8,0.8272084864343531
8,0.8292825703616897
8,0.8318150633835013
8,0.8269313598352512
8,0.8269459316024097
8,0.83355073676465
8,0.8342268372813083
8,0.8249114877785615
8,0.8294657729934399
8,0.8293402136758073
8,0.8233790746712977
8,0.8241730986077044
8,0.8298652180519632
8,0.8352020911412578
8,0.8360875222059995
8,0.828325577841929
8,0.8246617769350483
8,0.830940579661361
10,0.7808004346576475
10,0.7735581715728217
10,0.7768618327840572
10,0.7813966118675156
10,0.7739832925889784
10,0.7736453059073977
10,0.7796480399423154
10,0.7725211794422594
10,0.7802524840292341
10,0.7714860989566837
10,0.7771183840810435
10,0.7811807601009115
10,0.7758513338181273
10,0.7830010727491572
10,0.7822792070480671
10,0.7747237722945703
10,0.7770578245386502
10,0.7733052525891726
10,0.7816870292205566
10,0.7764190356038996
12,0.7237817705176334
12,0.7205200370495721
12,0.7164433803671123
12,0.721936699617506
12,0.7107097821951257
12,0.7176609987207044
12,0.7197297368350801
12,0.7182103905074828
12,0.7198142104610246
12,0.7160187780996895
12,0.7150588371479749
12,0.7167907213290485
12,0.7221778564404843
12,0.7200716569519666
12,0.7225942785718587
12,0.7197636903002508
12,0.7146351697471438
12,0.7172319279697581
12,0.7211151169306688
12,0.7165211172060789
14,0.6431630129306474
14,0.648036602434175
14,0.6479283280222659
14,0.6516114366561648
14,0.6440978086350881
14,0.6503274608494364
14,0.6461445423987422
14,0.6403328883093362
14,0.6464642877387189
14,0.649692085487147
14,0.6453790311369605
14,0.6436638545006907
14,0.6482493000049124
14,0.646257282410152
14,0.6465450152889947
14,0.6403364421772143
14,0.6446848684430424
14,0.6364672766221985
14,0.6506381071480958
14,0.6519952041009549
16,0.5677093426719777
16,0.571177508388464
16,0.5751745901049337
16,0.5793637390927062
16,0.5690500823436225
16,0.5678914110429384
16,0.5684681273453636
16,0.567414790243921
16,0.5676696104012956
16,0.5695853900219767
16,0.5651129354818593
16,0.5672796101932897
16,0.5641481909749717
16,0.5587189465655515
16,0.5664184582313998
16,0.5623125322254765
16,0.5698774938753174
16,0.573482641942804
16,0.5708675004641202
16,0.5669759201804359
18,0.4926348616708216
18,0.5043764491430924
18,0.4963428885230146
18,0.5003775375063634
18,0.4934797596370869
18,0.496167873467202
18,0.498740357767037
18,0.4931874238794905
18,0.4964344255653027
18,0.4900403835206747
18,0.4956905466327116
18,0.4893310506872698
18,0.4919743422392693
18,0.4934696053931201
18,0.4902057135261683
18,0.4966817445895776
18,0.4999400060690258
